family,matrix,nv,ne,kind,ac_build_s,ac_solve_s,ac_tot_s,ac_its,ac_err,ac_fail,ac-s2m2_build_s,ac-s2m2_solve_s,ac-s2m2_tot_s,ac-s2m2_its,ac-s2m2_err,ac-s2m2_fail,cmg-v_build_s,cmg-v_solve_s,cmg-v_tot_s,cmg-v_its,cmg-v_err,cmg-v_fail,cmg-k_build_s,cmg-k_solve_s,cmg-k_tot_s,cmg-k_its,cmg-k_err,cmg-k_fail,cmg-k-elim_build_s,cmg-k-elim_solve_s,cmg-k-elim_tot_s,cmg-k-elim_its,cmg-k-elim_err,cmg-k-elim_fail
chimeraIPM,uni_chimera.n100000.i1.eps0.01.2,100000,1100592,lap,0.663619,0.19093,0.854549,17,5.3661e-09,0,1.90883,0.233011,2.14184,13,9.57455e-09,0,0.12723,0.272657,0.399887,19,6.06636e-09,0,0.148312,0.318337,0.466649,19,6.69467e-09,0,0.127351,0.309826,0.437177,19,6.69467e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.1.2,100000,1100592,lap,0.715306,0.179943,0.895249,17,4.58151e-09,0,1.93186,0.232819,2.16468,13,8.83873e-09,0,0.126813,0.27741,0.404223,19,6.00213e-09,0,0.130608,0.318479,0.449087,19,5.92201e-09,0,0.131462,0.316409,0.447871,19,5.92201e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.0001.3,100000,1100592,lap,0.719402,0.188754,0.908156,17,8.30129e-09,0,1.91403,0.22133,2.13536,13,7.5361e-09,0,0.125238,0.257034,0.382272,18,5.2153e-09,0,0.133417,0.31241,0.445827,19,4.59444e-09,0,0.139025,0.319548,0.458573,19,4.59444e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.001.3,100000,1100592,lap,0.729904,0.18244,0.912344,17,8.61982e-09,0,1.92204,0.229952,2.152,13,8.78349e-09,0,0.123634,0.257649,0.381283,18,5.72377e-09,0,0.134306,0.311945,0.446251,19,7.83991e-09,0,0.137186,0.301752,0.438938,19,7.83991e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.01.3,100000,1100592,lap,0.693791,0.197446,0.891237,18,5.08879e-09,0,1.92489,0.227262,2.15216,13,7.85451e-09,0,0.126465,0.281794,0.408259,19,7.54013e-09,0,0.125811,0.3521,0.477911,20,4.09566e-09,0,0.126234,0.329705,0.455939,20,4.09566e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.1.3,100000,1100592,lap,0.698515,0.180658,0.879173,17,4.8618e-09,0,1.91455,0.250062,2.16461,14,3.05213e-09,0,0.12992,0.281699,0.411619,19,5.17576e-09,0,0.124526,0.320991,0.445517,19,7.84173e-09,0,0.131767,0.308373,0.44014,19,7.84173e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.0001.4,100000,1100592,lap,0.687773,0.200597,0.88837,18,4.22275e-09,0,1.91553,0.230895,2.14643,13,6.91955e-09,0,0.117665,0.274149,0.391814,19,5.6498e-09,0,0.13232,0.308925,0.441245,19,7.18305e-09,0,0.148067,0.304576,0.452643,19,7.18305e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.001.4,100000,1100592,lap,0.685529,0.205011,0.89054,18,4.54055e-09,0,1.92337,0.241337,2.1647,14,2.89738e-09,0,0.128495,0.269016,0.397511,19,5.23237e-09,0,0.132306,0.307546,0.439852,19,5.8904e-09,0,0.13178,0.314783,0.446563,19,5.8904e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.01.4,100000,1100592,lap,0.696551,0.195344,0.891895,17,7.98454e-09,0,1.91247,0.221225,2.13369,13,7.35759e-09,0,0.130796,0.285298,0.416094,19,6.75556e-09,0,0.126823,0.304001,0.430824,19,9.1476e-09,0,0.133614,0.31945,0.453064,19,9.1476e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.1.4,100000,1100592,lap,0.683611,0.197909,0.88152,17,7.7644e-09,0,1.89962,0.22314,2.12276,13,6.56661e-09,0,0.133497,0.273958,0.407455,19,6.11794e-09,0,0.120293,0.324139,0.444432,19,7.34129e-09,0,0.138023,0.312102,0.450125,19,7.34129e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.0001.5,100000,1100592,lap,0.689181,0.196553,0.885734,18,3.64582e-09,0,1.93165,0.243907,2.17556,14,3.06161e-09,0,0.12722,0.267182,0.394402,19,6.83494e-09,0,0.122115,0.310782,0.432897,19,6.85959e-09,0,0.130791,0.311802,0.442593,19,6.85959e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.001.5,100000,1100592,lap,0.663767,0.180024,0.843791,17,5.48752e-09,0,1.89677,0.23378,2.13055,13,8.18997e-09,0,0.1324,0.262456,0.394856,19,5.66861e-09,0,0.127621,0.31718,0.444801,19,7.73231e-09,0,0.137385,0.314054,0.451439,19,7.73231e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.01.5,100000,1100592,lap,0.674551,0.19531,0.869861,18,3.58132e-09,0,1.9094,0.25188,2.16128,14,3.04905e-09,0,0.125639,0.26874,0.394379,19,5.76166e-09,0,0.129446,0.322438,0.451884,19,6.15046e-09,0,0.133829,0.310634,0.444463,19,6.15046e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.1.5,100000,1100592,lap,0.707965,0.194086,0.902051,17,9.58692e-09,0,1.96494,0.224774,2.18972,13,8.53078e-09,0,0.128847,0.276878,0.405725,19,7.21909e-09,0,0.125877,0.305325,0.431202,19,6.21682e-09,0,0.138763,0.311612,0.450375,19,6.21682e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.0001.6,100000,1100592,lap,0.6892,0.191675,0.880875,17,6.59834e-09,0,1.98187,0.218794,2.20066,13,6.59847e-09,0,0.135788,0.278538,0.414326,19,6.54312e-09,0,0.133166,0.310797,0.443963,19,8.62171e-09,0,0.125579,0.32023,0.445809,19,8.62171e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.001.6,100000,1100592,lap,0.682783,0.184055,0.866838,17,7.07982e-09,0,1.93798,0.229775,2.16776,13,7.96204e-09,0,0.12258,0.26926,0.39184,19,6.49402e-09,0,0.128318,0.308767,0.437085,19,9.92759e-09,0,0.134651,0.319901,0.454552,19,9.92759e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.01.6,100000,1100592,lap,0.696057,0.190833,0.88689,18,3.95345e-09,0,1.92394,0.241466,2.16541,14,2.84369e-09,0,0.121887,0.273388,0.395275,19,6.31806e-09,0,0.12293,0.31554,0.43847,19,5.80506e-09,0,0.131281,0.3222,0.453481,19,5.80506e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps0.1.6,100000,1100592,lap,0.694881,0.195654,0.890535,17,4.2002e-09,0,1.91156,0.223895,2.13545,13,9.16933e-09,0,0.126226,0.277145,0.403371,19,5.39225e-09,0,0.120477,0.311779,0.432256,19,6.50203e-09,0,0.124515,0.311235,0.43575,19,6.50203e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps1.0e-5.1,100000,1100592,lap,0.670524,0.187804,0.858328,17,4.34839e-09,0,1.93569,0.228432,2.16412,13,6.56414e-09,0,0.126569,0.268804,0.395373,19,6.91485e-09,0,0.122599,0.305522,0.428121,19,9.0454e-09,0,0.126896,0.322188,0.449084,19,9.0454e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps1.0e-5.2,100000,1100592,lap,0.688038,0.180757,0.868795,17,4.3633e-09,0,1.86682,0.241739,2.10855,14,2.82959e-09,0,0.126791,0.272337,0.399128,19,5.60698e-09,0,0.130472,0.318469,0.448941,19,7.33569e-09,0,0.134203,0.312277,0.44648,19,7.33569e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps1.0e-5.3,100000,1100592,lap,0.692073,0.20112,0.893193,17,5.00274e-09,0,1.95218,0.228779,2.18096,13,6.37588e-09,0,0.117865,0.259664,0.377529,19,5.64671e-09,0,0.131877,0.308115,0.439992,19,7.03818e-09,0,0.136803,0.314272,0.451075,19,7.03818e-09,0
chimeraIPM,uni_chimera.n100000.i1.eps1.0e-5.4,100000,1100592,lap,0.674571,0.18801,0.862581,17,4.46845e-09,0,1.94187,0.234487,2.17636,14,2.78494e-09,0,0.131379,0.262564,0.393943,19,6.19503e-09,0,0.125303,0.319862,0.445165,19,7.57101e-09,0,0.129203,0.321595,0.450798,19,7.57101e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.0001.1,100000,797974,lap,0.232036,0.124111,0.356147,23,4.54563e-09,0,0.492517,0.105734,0.598251,16,8.32283e-09,0,0.0757608,0.203699,0.27946,21,4.69015e-09,0,0.0916219,0.211622,0.303244,22,9.78664e-09,0,0.079021,0.212229,0.29125,22,9.78664e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.001.1,100000,797974,lap,0.239527,0.11911,0.358637,22,6.19439e-09,0,0.519002,0.0964239,0.615426,15,8.66709e-09,0,0.073689,0.204295,0.277984,21,5.06091e-09,0,0.071902,0.21022,0.282122,22,7.58438e-09,0,0.0717192,0.212662,0.284381,22,7.58438e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.01.1,100000,797974,lap,0.231917,0.115924,0.347841,21,7.25299e-09,0,0.529166,0.107701,0.636867,16,3.16099e-09,0,0.0768309,0.206287,0.283118,21,9.65544e-09,0,0.077826,0.219025,0.296851,23,7.99209e-09,0,0.0712991,0.221531,0.29283,23,7.99209e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.1.1,100000,797974,lap,0.230917,0.112926,0.343843,21,4.96691e-09,0,0.500141,0.100464,0.600605,16,8.68852e-09,0,0.0681801,0.203291,0.271471,21,6.04995e-09,0,0.072453,0.212015,0.284468,22,7.09897e-09,0,0.084533,0.215747,0.30028,22,7.09897e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.0001.2,100000,797974,lap,0.224339,0.118903,0.343242,22,5.13033e-09,0,0.504943,0.109155,0.614098,16,3.49067e-09,0,0.0677469,0.201283,0.26903,21,5.30959e-09,0,0.0783741,0.22229,0.300664,23,6.08448e-09,0,0.0726562,0.219595,0.292251,23,6.08448e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.001.2,100000,797974,lap,0.242174,0.111646,0.35382,21,5.12976e-09,0,0.485513,0.106063,0.591576,16,4.27227e-09,0,0.0728099,0.195757,0.268567,20,9.8003e-09,0,0.0706401,0.215633,0.286273,23,5.41604e-09,0,0.0738242,0.220379,0.294203,23,5.41604e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.01.2,100000,797974,lap,0.233316,0.116032,0.349348,22,5.79133e-09,0,0.4903,0.104103,0.594403,16,4.09854e-09,0,0.0711241,0.20061,0.271734,20,7.87598e-09,0,0.0824249,0.21461,0.297035,22,5.74263e-09,0,0.0734768,0.215934,0.289411,22,5.74263e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.1.2,100000,797974,lap,0.241271,0.1153,0.356571,21,8.61428e-09,0,0.487798,0.108412,0.59621,16,3.94556e-09,0,0.0748141,0.205485,0.280299,21,6.20545e-09,0,0.078912,0.219553,0.298465,23,5.99835e-09,0,0.071301,0.216906,0.288207,23,5.99835e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.0001.3,100000,797974,lap,0.226424,0.120066,0.34649,22,5.80366e-09,0,0.508686,0.10506,0.613746,16,5.74158e-09,0,0.0746779,0.200079,0.274757,20,9.89822e-09,0,0.069036,0.21201,0.281046,22,9.79451e-09,0,0.0776179,0.212609,0.290227,22,9.79451e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.001.3,100000,797974,lap,0.234154,0.115916,0.35007,22,4.67852e-09,0,0.505749,0.102527,0.608276,16,8.7831e-09,0,0.0676751,0.206269,0.273944,21,4.94725e-09,0,0.0743361,0.210126,0.284462,22,9.17114e-09,0,0.080869,0.217239,0.298108,22,9.17114e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.01.3,100000,797974,lap,0.228644,0.112987,0.341631,21,6.80838e-09,0,0.498515,0.101274,0.599789,16,3.59499e-09,0,0.0693939,0.204348,0.273742,21,5.6888e-09,0,0.080919,0.216395,0.297314,23,7.05695e-09,0,0.0712919,0.218042,0.289334,23,7.05695e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.1.3,100000,797974,lap,0.228301,0.109292,0.337593,21,6.71104e-09,0,0.492599,0.103664,0.596263,16,4.05529e-09,0,0.0685639,0.21034,0.278904,21,4.98026e-09,0,0.075345,0.21099,0.286335,22,8.81436e-09,0,0.0710938,0.211228,0.282322,22,8.81436e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.0001.4,100000,797974,lap,0.255549,0.117174,0.372723,22,7.70652e-09,0,0.492419,0.101321,0.59374,16,4.31962e-09,0,0.076901,0.211638,0.288539,21,5.21569e-09,0,0.07816,0.211798,0.289958,22,8.12821e-09,0,0.0756161,0.213065,0.288681,22,8.12821e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.001.4,100000,797974,lap,0.235536,0.127433,0.362969,22,5.26448e-09,0,0.508664,0.100708,0.609372,16,5.80661e-09,0,0.0723569,0.208067,0.280424,21,4.76829e-09,0,0.0735071,0.221552,0.295059,23,7.21201e-09,0,0.0733631,0.218556,0.291919,23,7.21201e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.01.4,100000,797974,lap,0.226568,0.110712,0.33728,21,8.66177e-09,0,0.495963,0.115039,0.611002,17,4.57066e-09,0,0.0676682,0.20865,0.276318,21,6.72252e-09,0,0.0744879,0.211658,0.286146,22,5.92344e-09,0,0.072098,0.213109,0.285207,22,5.92344e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.1.4,100000,797974,lap,0.249887,0.114628,0.364515,22,7.85353e-09,0,0.487738,0.112604,0.600342,16,5.44797e-09,0,0.071234,0.213366,0.2846,21,4.75996e-09,0,0.0717609,0.221978,0.293739,23,8.72596e-09,0,0.0724959,0.215208,0.287704,23,8.72596e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.0001.5,100000,797974,lap,0.231151,0.111233,0.342384,21,9.85393e-09,0,0.491098,0.101985,0.593083,16,3.50074e-09,0,0.074646,0.202604,0.27725,21,5.99928e-09,0,0.07549,0.209099,0.284589,22,7.44325e-09,0,0.0717909,0.21322,0.285011,22,7.44325e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.001.5,100000,797974,lap,0.232544,0.111233,0.343777,21,5.70689e-09,0,0.505242,0.109154,0.614396,16,4.58865e-09,0,0.06745,0.198302,0.265752,21,5.59508e-09,0,0.073931,0.214416,0.288347,23,7.54414e-09,0,0.0747199,0.217921,0.292641,23,7.54414e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.01.5,100000,797974,lap,0.227497,0.111113,0.33861,21,6.8169e-09,0,0.509179,0.104583,0.613762,16,4.06926e-09,0,0.0755639,0.21204,0.287604,21,5.21718e-09,0,0.0699148,0.217436,0.287351,23,7.04709e-09,0,0.071944,0.222502,0.294446,23,7.04709e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.1.5,100000,797974,lap,0.237413,0.115057,0.35247,21,6.78069e-09,0,0.502387,0.10667,0.609057,16,4.07898e-09,0,0.0730469,0.200897,0.273944,21,6.59449e-09,0,0.0708032,0.215885,0.286688,23,5.30254e-09,0,0.0824721,0.218653,0.301125,23,5.30254e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps0.1.6,100000,797974,lap,0.221374,0.115688,0.337062,22,5.56923e-09,0,0.490156,0.10679,0.596946,16,8.38807e-09,0,0.071557,0.20464,0.276197,21,6.31161e-09,0,0.073992,0.214185,0.288177,22,8.55108e-09,0,0.0706151,0.216664,0.287279,22,8.55108e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps1.0e-5.1,100000,797974,lap,0.239149,0.114137,0.353286,21,8.40442e-09,0,0.492889,0.107008,0.599897,16,6.18581e-09,0,0.0760529,0.201278,0.277331,21,5.22556e-09,0,0.0703301,0.217262,0.287592,23,5.92292e-09,0,0.071384,0.222188,0.293572,23,5.92292e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps1.0e-5.2,100000,797974,lap,0.224674,0.103813,0.328487,20,9.54062e-09,0,0.51467,0.115207,0.629877,17,3.53966e-09,0,0.0710049,0.20346,0.274465,21,5.51475e-09,0,0.0766671,0.217506,0.294173,23,6.38941e-09,0,0.0747719,0.219692,0.294464,23,6.38941e-09,0
chimeraIPM,uni_chimera.n100000.i2.eps1.0e-5.3,100000,797974,lap,0.227734,0.111918,0.339652,21,6.34544e-09,0,0.504373,0.1018,0.606173,16,3.57025e-09,0,0.075778,0.206337,0.282115,21,4.76322e-09,0,0.079412,0.221032,0.300444,23,5.34786e-09,0,0.073833,0.221809,0.295642,23,5.34786e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.0001.1,100000,499696,lap,0.090894,0.0960381,0.186932,26,7.34821e-09,0,0.288287,0.0838091,0.372096,19,5.88375e-09,0,0.0561759,0.200963,0.257139,31,6.97752e-09,0,0.0610421,0.218778,0.27982,30,8.04113e-09,0,0.0978029,0.166458,0.264261,30,6.98866e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.001.1,100000,499696,lap,0.0965731,0.098562,0.195135,26,6.87053e-09,0,0.290137,0.0786412,0.368778,18,8.42482e-09,0,0.0545571,0.196218,0.250775,30,8.44826e-09,0,0.0612769,0.225402,0.286679,30,6.65457e-09,0,0.105135,0.166268,0.271403,30,6.54178e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.01.1,100000,499696,lap,0.0946431,0.096961,0.191604,26,6.3389e-09,0,0.289248,0.0807419,0.36999,18,5.4083e-09,0,0.0585239,0.202689,0.261213,31,6.74702e-09,0,0.057476,0.219773,0.277249,30,6.89822e-09,0,0.0926261,0.163368,0.255994,30,6.13156e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.1.1,100000,499696,lap,0.0968959,0.093812,0.190708,25,8.63157e-09,0,0.270794,0.0782161,0.34901,18,9.01625e-09,0,0.0562391,0.20205,0.258289,31,5.99563e-09,0,0.0582931,0.215389,0.273682,30,7.81247e-09,0,0.0965221,0.164115,0.260637,30,7.23893e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.0001.2,100000,499696,lap,0.092808,0.0930459,0.185854,25,7.53878e-09,0,0.28545,0.0831881,0.368638,19,5.35909e-09,0,0.055506,0.200371,0.255877,31,6.6117e-09,0,0.0603678,0.223695,0.284063,30,7.56837e-09,0,0.10277,0.162595,0.265365,30,8.24346e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.001.2,100000,499696,lap,0.095273,0.0983109,0.193584,26,6.23863e-09,0,0.293197,0.084115,0.377312,19,5.1924e-09,0,0.0629909,0.198388,0.261379,30,8.85816e-09,0,0.0581369,0.218034,0.276171,29,9.7425e-09,0,0.0922101,0.166367,0.258577,30,5.58857e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.01.2,100000,499696,lap,0.104524,0.0959911,0.200515,25,9.13859e-09,0,0.280138,0.0790231,0.359161,18,9.66787e-09,0,0.0539949,0.20244,0.256435,31,6.17179e-09,0,0.0573652,0.225077,0.282442,30,7.44635e-09,0,0.0968001,0.165032,0.261832,30,7.2463e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.1.2,100000,499696,lap,0.0918441,0.0950241,0.186868,25,8.47527e-09,0,0.286622,0.0847559,0.371378,19,7.91652e-09,0,0.0544889,0.20088,0.255369,31,7.02873e-09,0,0.0600731,0.224183,0.284256,30,6.07983e-09,0,0.0974431,0.164201,0.261644,30,5.82652e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.0001.3,100000,499696,lap,0.0900519,0.101477,0.191529,27,5.90098e-09,0,0.268771,0.0784271,0.347198,18,8.05716e-09,0,0.056771,0.193897,0.250668,30,9.2328e-09,0,0.0585949,0.218707,0.277302,30,7.56295e-09,0,0.0983942,0.164597,0.262991,30,6.24366e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.001.3,100000,499696,lap,0.102764,0.0952089,0.197973,25,9.50815e-09,0,0.281171,0.0817809,0.362952,19,4.76815e-09,0,0.0637112,0.197859,0.26157,30,8.37595e-09,0,0.0645871,0.216512,0.281099,29,9.84418e-09,0,0.0965369,0.165979,0.262516,30,5.22576e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.01.3,100000,499696,lap,0.102177,0.098902,0.201079,26,5.20746e-09,0,0.311844,0.085259,0.397103,19,4.55335e-09,0,0.0550461,0.203003,0.258049,31,6.18261e-09,0,0.0558052,0.219067,0.274872,30,6.5216e-09,0,0.109764,0.163204,0.272968,30,5.97479e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.1.3,100000,499696,lap,0.0985298,0.0954521,0.193982,25,5.5956e-09,0,0.283398,0.08406,0.367458,19,4.06972e-09,0,0.0616679,0.201371,0.263039,31,6.59198e-09,0,0.06306,0.223852,0.286912,30,5.85926e-09,0,0.094605,0.164898,0.259503,30,6.03093e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.0001.4,100000,499696,lap,0.09216,0.0949068,0.187067,25,8.49927e-09,0,0.303508,0.0848088,0.388317,19,8.38643e-09,0,0.0607581,0.194294,0.255052,30,8.92245e-09,0,0.0631862,0.222569,0.285755,30,6.27012e-09,0,0.102662,0.161859,0.264521,30,5.73751e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.001.4,100000,499696,lap,0.10039,0.0983062,0.198696,26,5.78064e-09,0,0.290629,0.0821579,0.372787,19,7.72209e-09,0,0.058028,0.203605,0.261633,31,6.82441e-09,0,0.0570831,0.22458,0.281663,30,7.02559e-09,0,0.093694,0.161521,0.255215,30,7.0869e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.01.4,100000,499696,lap,0.089921,0.0937951,0.183716,25,8.085e-09,0,0.28658,0.0783629,0.364943,18,8.91489e-09,0,0.0558279,0.202541,0.258369,31,6.59788e-09,0,0.058218,0.225083,0.283301,30,6.12426e-09,0,0.0981448,0.165409,0.263554,30,5.24021e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.1.4,100000,499696,lap,0.091536,0.0899749,0.181511,24,9.72164e-09,0,0.277073,0.0834839,0.360557,19,7.06835e-09,0,0.0560968,0.200696,0.256793,31,7.83082e-09,0,0.0580308,0.223566,0.281597,30,6.89353e-09,0,0.0964532,0.166694,0.263147,30,5.70306e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.0001.5,100000,499696,lap,0.0940802,0.0976441,0.191724,26,5.32636e-09,0,0.298403,0.083972,0.382375,19,7.12341e-09,0,0.056453,0.200552,0.257005,31,6.16454e-09,0,0.0600679,0.218596,0.278664,29,9.45697e-09,0,0.0931358,0.164613,0.257749,30,5.48897e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.001.5,100000,499696,lap,0.0938261,0.0958562,0.189682,25,6.85996e-09,0,0.27918,0.0825479,0.361728,19,6.45104e-09,0,0.056221,0.195832,0.252053,30,9.31256e-09,0,0.0586412,0.217672,0.276313,29,7.21479e-09,0,0.105215,0.157545,0.26276,29,7.69077e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.01.5,100000,499696,lap,0.0936568,0.0987709,0.192428,26,6.22137e-09,0,0.288139,0.079617,0.367756,18,9.67339e-09,0,0.064348,0.20332,0.267668,31,6.39951e-09,0,0.0610771,0.220572,0.281649,29,9.88771e-09,0,0.103569,0.164823,0.268392,30,5.34355e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.1.5,100000,499696,lap,0.104226,0.0954041,0.19963,25,8.40949e-09,0,0.28978,0.078464,0.368244,18,7.44359e-09,0,0.0540001,0.202724,0.256724,31,7.03821e-09,0,0.0580461,0.219938,0.277984,30,7.26814e-09,0,0.0946982,0.162711,0.257409,30,7.06738e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.0001.6,100000,499696,lap,0.0957561,0.101028,0.196784,27,8.59233e-09,0,0.280949,0.079109,0.360058,18,7.15238e-09,0,0.0574028,0.204219,0.261622,31,6.38498e-09,0,0.059664,0.22242,0.282084,30,7.41104e-09,0,0.105209,0.162462,0.267671,30,7.89197e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.001.6,100000,499696,lap,0.0900788,0.0973399,0.187419,26,7.46685e-09,0,0.283189,0.0783718,0.361561,18,8.65469e-09,0,0.055974,0.202783,0.258757,31,6.35022e-09,0,0.0567222,0.223078,0.2798,30,6.69194e-09,0,0.096473,0.165526,0.261999,30,6.57889e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps0.01.6,100000,499696,lap,0.098731,0.093065,0.191796,25,6.80438e-09,0,0.280823,0.084301,0.365124,19,5.21097e-09,0,0.0540688,0.193403,0.247472,30,8.30913e-09,0,0.059237,0.221565,0.280802,30,7.62157e-09,0,0.0985761,0.160518,0.259094,30,7.47275e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps1.0e-5.1,100000,499696,lap,0.0958171,0.0946949,0.190512,25,6.02672e-09,0,0.26758,0.0830572,0.350637,19,7.06045e-09,0,0.053755,0.201774,0.255529,31,6.76103e-09,0,0.0585351,0.222062,0.280597,30,7.53722e-09,0,0.0940981,0.167355,0.261453,30,6.223e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps1.0e-5.2,100000,499696,lap,0.102885,0.0996351,0.20252,26,7.0373e-09,0,0.27744,0.084137,0.361577,19,6.01351e-09,0,0.0554562,0.202165,0.257621,31,6.21684e-09,0,0.0580821,0.218554,0.276636,30,8.34197e-09,0,0.106401,0.165783,0.272184,30,8.00543e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps1.0e-5.3,100000,499696,lap,0.101973,0.0937302,0.195703,25,7.411e-09,0,0.28034,0.0821171,0.362457,19,4.43095e-09,0,0.056046,0.19465,0.250696,30,9.49184e-09,0,0.0591161,0.225382,0.284498,30,6.74297e-09,0,0.0922809,0.165861,0.258142,30,6.92614e-09,0
chimeraIPM,uni_chimera.n100000.i3.eps1.0e-5.4,100000,499696,lap,0.090894,0.0952349,0.186129,25,6.79563e-09,0,0.270433,0.082696,0.353129,19,5.75931e-09,0,0.0549772,0.205379,0.260356,31,6.89081e-09,0,0.057632,0.225572,0.283204,30,6.63019e-09,0,0.0960112,0.163141,0.259152,30,6.47389e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.0001.1,100000,814436,lap,0.350072,0.142823,0.492895,20,9.77828e-09,0,0.883853,0.157627,1.04148,16,3.19057e-09,0,0.0740991,0.32509,0.399189,35,9.59756e-09,0,0.0793619,0.355299,0.434661,38,7.09038e-09,0,0.12055,0.20613,0.32668,23,5.50113e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.001.1,100000,814436,lap,0.342576,0.145629,0.488205,21,7.8684e-09,0,0.88452,0.152778,1.0373,15,9.28714e-09,0,0.0814691,0.314541,0.39601,35,9.0683e-09,0,0.0803759,0.349797,0.430173,37,9.59934e-09,0,0.128189,0.20442,0.332609,23,9.24497e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.01.1,100000,814436,lap,0.359836,0.136849,0.496685,20,8.25781e-09,0,0.910225,0.149381,1.05961,15,7.82167e-09,0,0.0743001,0.309225,0.383525,34,8.11806e-09,0,0.075557,0.340027,0.415584,36,8.95951e-09,0,0.121373,0.20544,0.326813,23,7.58508e-09,0
chimeraIPM,uni_chimera.n100000.i4.eps0.1.1,100000,814436,lap,0.359445,0.148523,0.507968,21,8.17419e-09,0,0.915947,0.1639,1.07985,16,3.4781e-09,0,0.0725141,0.340867,0.413381,36,6.79709e-09,0,0.08114,0.367852,0.448992,38,7.78876e-09,0,0.125399,0.201358,0.326757,23,8.35811e-09,0
